cntry,essround,hinctnta,gndr,gndr2,agea,eisced,domicil,edulvlb,pdwrk,hhmmb,health,happy,dscrrce,dscrgrp,mnactic
UA,11,1.0,2,1,23.0,4.0,4,313.0,1,2.0,2,4.0,0,2,1.0
UA,11,3.0,2,1,39.0,6.0,4,620.0,1,2.0,2,8.0,0,2,1.0
UA,11,1.0,2,1,68.0,7.0,4,720.0,0,2.0,2,8.0,0,2,6.0
UA,11,1.0,2,6,62.0,5.0,4,421.0,0,1.0,4,10.0,0,2,6.0
UA,11,7.0,2,2,46.0,5.0,1,520.0,1,5.0,2,8.0,0,2,1.0
UA,11,4.0,2,1,37.0,7.0,1,720.0,0,4.0,2,5.0,0,2,8.0
UA,11,1.0,2,1,57.0,5.0,4,520.0,0,2.0,2,9.0,0,2,6.0
UA,11,1.0,1,2,82.0,7.0,4,720.0,0,2.0,4,7.0,0,2,6.0
UA,11,3.0,2,2,45.0,7.0,1,720.0,1,2.0,3,6.0,0,2,1.0
UA,11,1.0,2,6,58.0,5.0,1,520.0,0,1.0,2,5.0,0,1,6.0
UA,11,2.0,2,6,46.0,7.0,1,720.0,1,1.0,1,7.0,0,2,1.0
UA,11,3.0,1,6,59.0,5.0,1,423.0,1,1.0,1,9.0,0,2,1.0
UA,11,1.0,2,2,,4.0,4,323.0,0,2.0,1,9.0,0,2,8.0
UA,11,4.0,2,2,48.0,7.0,4,720.0,1,2.0,3,7.0,0,2,1.0
UA,11,1.0,1,1,58.0,5.0,3,520.0,0,3.0,2,10.0,0,2,3.0
UA,11,3.0,2,1,57.0,5.0,3,423.0,1,2.0,3,7.0,0,2,1.0
UA,11,1.0,1,2,46.0,7.0,4,720.0,1,2.0,1,10.0,0,2,1.0
UA,11,2.0,1,6,44.0,2.0,4,213.0,1,1.0,2,7.0,0,2,1.0
UA,11,2.0,2,1,60.0,7.0,4,720.0,1,6.0,2,8.0,0,2,1.0
UA,11,2.0,1,2,60.0,6.0,4,620.0,0,2.0,3,5.0,0,2,3.0
UA,11,1.0,2,6,63.0,7.0,3,720.0,0,1.0,2,10.0,0,2,6.0
UA,11,4.0,1,1,47.0,4.0,3,323.0,1,4.0,3,,0,2,1.0
UA,11,8.0,2,1,24.0,5.0,1,520.0,0,2.0,1,8.0,0,2,3.0
UA,11,1.0,2,1,69.0,5.0,3,520.0,0,2.0,4,2.0,0,2,6.0
UA,11,6.0,1,2,48.0,4.0,4,313.0,0,2.0,3,6.0,0,2,3.0
UA,11,3.0,2,6,49.0,7.0,1,720.0,0,1.0,3,8.0,0,2,8.0
UA,11,1.0,2,6,51.0,4.0,1,313.0,0,1.0,3,,0,2,6.0
UA,11,7.0,2,6,25.0,7.0,1,720.0,1,1.0,1,7.0,0,2,1.0
UA,11,1.0,1,1,46.0,2.0,4,229.0,0,8.0,3,4.0,0,2,8.0
UA,11,1.0,2,6,80.0,5.0,4,520.0,0,1.0,5,5.0,0,2,6.0
UA,11,1.0,2,6,69.0,7.0,4,720.0,0,1.0,3,4.0,0,2,6.0
UA,11,2.0,1,2,41.0,2.0,3,229.0,1,3.0,1,2.0,0,2,1.0
UA,11,1.0,2,1,61.0,5.0,3,520.0,0,2.0,4,5.0,0,2,6.0
UA,11,2.0,2,2,36.0,4.0,1,323.0,1,2.0,4,5.0,0,2,1.0
UA,11,1.0,2,6,42.0,7.0,1,720.0,1,1.0,1,10.0,0,2,1.0
UA,11,3.0,2,1,44.0,4.0,4,323.0,1,2.0,3,9.0,0,2,1.0
UA,11,1.0,1,1,49.0,5.0,4,520.0,0,3.0,5,0.0,0,2,6.0
UA,11,3.0,1,6,79.0,4.0,4,313.0,0,1.0,2,7.0,0,2,6.0
UA,11,1.0,2,6,65.0,4.0,4,313.0,0,1.0,3,5.0,0,2,6.0
UA,11,10.0,1,2,23.0,7.0,3,720.0,1,4.0,3,8.0,0,2,1.0
UA,11,2.0,2,6,35.0,7.0,4,720.0,1,1.0,3,5.0,0,2,1.0
UA,11,1.0,1,6,65.0,4.0,1,323.0,0,1.0,3,5.0,0,2,6.0
UA,11,1.0,2,6,73.0,4.0,4,313.0,0,1.0,3,7.0,0,8,8.0
UA,11,2.0,1,2,63.0,5.0,4,423.0,0,6.0,3,5.0,0,2,6.0
UA,11,1.0,2,1,49.0,5.0,4,520.0,0,2.0,3,8.0,0,2,8.0
UA,11,1.0,1,2,75.0,1.0,3,113.0,0,2.0,3,8.0,0,2,6.0
UA,11,1.0,2,1,76.0,7.0,1,720.0,0,2.0,3,5.0,0,2,6.0
UA,11,2.0,1,2,71.0,5.0,3,520.0,1,2.0,4,7.0,0,2,1.0
UA,11,2.0,2,1,59.0,4.0,4,313.0,1,6.0,3,9.0,0,2,1.0
UA,11,2.0,2,1,66.0,4.0,4,313.0,0,4.0,3,8.0,0,2,6.0
UA,11,1.0,2,6,67.0,4.0,3,323.0,1,1.0,2,9.0,0,2,1.0
UA,11,1.0,1,2,60.0,5.0,4,520.0,0,2.0,8,3.0,0,1,8.0
UA,11,2.0,2,1,59.0,5.0,4,520.0,1,2.0,3,7.0,0,2,1.0
UA,11,5.0,1,2,54.0,5.0,1,520.0,1,2.0,1,4.0,0,2,1.0
UA,11,1.0,2,1,54.0,7.0,1,720.0,1,2.0,3,8.0,0,2,1.0
UA,11,1.0,2,2,67.0,4.0,4,323.0,1,5.0,3,5.0,0,2,1.0
UA,11,1.0,2,2,38.0,7.0,4,720.0,1,3.0,3,8.0,0,2,1.0
UA,11,1.0,2,1,54.0,5.0,4,520.0,1,2.0,3,7.0,0,2,1.0
UA,11,1.0,2,6,75.0,7.0,3,720.0,0,1.0,3,5.0,0,2,6.0
UA,11,1.0,2,1,69.0,4.0,4,323.0,0,2.0,4,,0,2,6.0
UA,11,1.0,2,6,82.0,7.0,3,720.0,0,1.0,3,3.0,0,2,6.0
UA,11,1.0,1,1,30.0,2.0,4,229.0,0,3.0,4,8.0,0,1,3.0
UA,11,1.0,1,6,62.0,5.0,1,423.0,0,1.0,3,4.0,0,2,6.0
UA,11,7.0,1,1,18.0,4.0,4,313.0,0,5.0,3,9.0,0,2,2.0
UA,11,2.0,1,6,45.0,5.0,4,520.0,1,1.0,2,6.0,0,2,1.0
UA,11,4.0,2,1,49.0,7.0,2,720.0,1,2.0,4,10.0,0,2,1.0
UA,11,6.0,2,6,46.0,7.0,3,720.0,1,1.0,3,3.0,0,2,1.0
UA,11,1.0,2,1,44.0,7.0,3,720.0,0,2.0,2,4.0,0,1,3.0
UA,11,2.0,1,2,48.0,7.0,3,720.0,1,3.0,4,8.0,0,2,1.0
UA,11,1.0,1,6,62.0,5.0,4,520.0,0,1.0,2,8.0,0,2,6.0
UA,11,2.0,1,2,35.0,4.0,4,313.0,0,2.0,1,6.0,0,2,3.0
UA,11,1.0,1,2,70.0,5.0,1,423.0,0,2.0,4,5.0,0,2,6.0
UA,11,2.0,1,6,18.0,4.0,1,313.0,0,1.0,1,8.0,0,2,2.0
UA,11,1.0,1,2,78.0,5.0,4,520.0,0,2.0,4,1.0,0,2,6.0
UA,11,1.0,2,6,72.0,5.0,1,520.0,0,1.0,3,10.0,0,8,6.0
UA,11,2.0,1,2,31.0,2.0,4,229.0,1,2.0,1,6.0,0,2,1.0
UA,11,2.0,2,6,50.0,7.0,1,720.0,1,1.0,3,,0,2,1.0
UA,11,2.0,2,1,55.0,5.0,4,520.0,1,2.0,3,5.0,0,8,1.0
UA,11,1.0,2,1,37.0,7.0,3,720.0,1,3.0,2,5.0,0,2,1.0
UA,11,1.0,1,6,44.0,5.0,4,520.0,1,1.0,3,4.0,0,2,1.0
UA,11,1.0,2,6,72.0,4.0,3,313.0,0,1.0,3,2.0,0,2,6.0
UA,11,5.0,1,2,64.0,7.0,4,720.0,1,2.0,3,10.0,0,2,1.0
UA,11,5.0,2,6,56.0,7.0,4,720.0,1,1.0,2,7.0,0,8,1.0
UA,11,2.0,2,1,58.0,4.0,1,323.0,1,2.0,3,4.0,0,2,1.0
UA,11,1.0,2,6,68.0,5.0,4,520.0,0,1.0,3,1.0,0,2,6.0
UA,11,3.0,2,1,47.0,7.0,1,720.0,1,3.0,3,1.0,0,2,1.0
UA,11,1.0,2,6,73.0,4.0,1,313.0,0,1.0,3,5.0,0,2,6.0
UA,11,6.0,2,1,30.0,7.0,1,720.0,1,2.0,3,,0,2,1.0
UA,11,2.0,2,2,40.0,7.0,1,720.0,0,2.0,3,3.0,0,2,8.0
UA,11,3.0,2,1,46.0,5.0,1,520.0,1,2.0,1,8.0,0,2,1.0
UA,11,1.0,2,2,68.0,2.0,4,213.0,0,2.0,3,6.0,0,2,6.0
UA,11,1.0,2,2,38.0,2.0,4,213.0,0,2.0,4,0.0,0,2,8.0
UA,11,2.0,1,2,41.0,5.0,1,423.0,1,4.0,2,9.0,0,2,1.0
UA,11,1.0,2,6,20.0,5.0,3,520.0,1,1.0,3,10.0,0,2,1.0
UA,11,1.0,2,1,53.0,5.0,4,421.0,0,2.0,3,10.0,0,1,8.0
UA,11,8.0,1,2,48.0,5.0,1,520.0,1,2.0,3,5.0,0,2,1.0
UA,11,1.0,2,6,63.0,5.0,1,520.0,0,1.0,3,8.0,0,2,6.0
UA,11,2.0,2,2,51.0,7.0,7,720.0,1,,7,,0,7,1.0
UA,11,1.0,2,6,64.0,5.0,1,520.0,0,1.0,5,3.0,0,1,6.0
UA,11,1.0,2,1,68.0,5.0,4,520.0,0,2.0,3,6.0,0,2,6.0
UA,11,1.0,2,1,48.0,4.0,4,313.0,0,2.0,3,10.0,0,2,8.0
UA,11,2.0,2,2,27.0,5.0,3,520.0,1,5.0,3,7.0,0,2,1.0
UA,11,1.0,2,6,68.0,5.0,4,423.0,0,1.0,3,3.0,0,2,6.0
UA,11,7.0,1,2,35.0,7.0,1,720.0,1,3.0,2,8.0,0,2,1.0
UA,11,1.0,1,6,51.0,6.0,1,620.0,0,1.0,4,4.0,0,2,6.0
UA,11,3.0,2,6,59.0,5.0,4,520.0,1,1.0,2,5.0,0,2,1.0
UA,11,1.0,1,2,70.0,5.0,1,520.0,0,2.0,3,4.0,0,2,6.0
UA,11,4.0,2,2,41.0,5.0,3,520.0,0,4.0,2,8.0,0,2,7.0
UA,11,1.0,2,1,51.0,5.0,4,520.0,1,4.0,2,8.0,0,2,8.0
UA,11,1.0,2,6,69.0,5.0,4,520.0,0,1.0,3,5.0,0,2,6.0
UA,11,1.0,2,1,60.0,4.0,1,313.0,1,2.0,3,2.0,0,2,1.0
UA,11,2.0,1,2,49.0,2.0,3,229.0,1,2.0,2,2.0,0,2,1.0
UA,11,1.0,2,6,79.0,4.0,4,313.0,0,1.0,3,,0,2,6.0
UA,11,2.0,2,1,36.0,4.0,3,313.0,1,4.0,3,10.0,0,2,1.0
UA,11,2.0,2,1,47.0,7.0,3,720.0,1,4.0,2,8.0,0,2,1.0
UA,11,9.0,1,2,50.0,7.0,1,720.0,0,2.0,4,5.0,0,2,7.0
UA,11,1.0,1,6,30.0,1.0,4,0.0,0,1.0,3,4.0,0,1,2.0
UA,11,3.0,2,1,53.0,2.0,4,229.0,1,2.0,3,5.0,0,2,1.0
UA,11,3.0,1,2,28.0,6.0,4,620.0,1,2.0,3,5.0,0,2,1.0
UA,11,9.0,2,1,33.0,7.0,1,720.0,1,3.0,3,6.0,0,2,1.0
UA,11,6.0,2,1,33.0,7.0,4,720.0,0,4.0,2,10.0,0,2,8.0
UA,11,1.0,1,1,31.0,5.0,4,520.0,1,3.0,2,7.0,0,2,1.0
UA,11,1.0,2,2,63.0,2.0,1,213.0,0,2.0,2,8.0,0,2,3.0
UA,11,4.0,2,1,55.0,5.0,1,520.0,1,2.0,3,5.0,0,2,1.0
UA,11,1.0,2,1,59.0,5.0,1,520.0,1,2.0,2,5.0,0,2,1.0
UA,11,1.0,2,6,60.0,7.0,3,720.0,1,1.0,3,8.0,0,2,1.0
UA,11,5.0,2,1,38.0,5.0,4,520.0,1,4.0,3,8.0,0,2,1.0
UA,11,1.0,1,6,76.0,2.0,4,229.0,0,1.0,2,10.0,0,2,6.0
UA,11,5.0,1,2,26.0,7.0,1,720.0,1,2.0,3,,0,2,1.0
UA,11,1.0,2,6,75.0,5.0,3,520.0,0,1.0,3,10.0,0,2,6.0
UA,11,7.0,1,2,40.0,1.0,1,113.0,1,4.0,3,4.0,0,2,1.0
UA,11,1.0,1,2,21.0,4.0,4,313.0,0,2.0,1,8.0,0,1,2.0
UA,11,5.0,2,2,55.0,7.0,1,720.0,1,2.0,2,5.0,0,2,1.0
UA,11,1.0,1,2,61.0,7.0,1,720.0,0,2.0,1,3.0,0,2,6.0
UA,11,1.0,2,1,59.0,5.0,1,423.0,1,2.0,3,7.0,0,1,6.0
UA,11,1.0,1,6,22.0,6.0,1,620.0,0,1.0,2,3.0,0,2,2.0
UA,11,1.0,2,2,72.0,4.0,3,313.0,0,2.0,4,0.0,0,2,6.0
UA,11,2.0,1,2,36.0,4.0,4,313.0,1,4.0,2,6.0,0,2,1.0
UA,11,8.0,2,1,49.0,6.0,1,620.0,1,4.0,3,9.0,0,2,1.0
UA,11,9.0,1,1,15.0,2.0,3,213.0,0,4.0,3,8.0,0,2,2.0
UA,11,1.0,2,1,63.0,4.0,3,313.0,0,2.0,5,2.0,0,2,6.0
UA,11,4.0,1,6,43.0,2.0,4,229.0,1,1.0,3,3.0,0,2,1.0
UA,11,1.0,2,6,82.0,7.0,1,720.0,0,1.0,4,8.0,0,2,6.0
UA,11,2.0,2,1,47.0,7.0,3,720.0,1,2.0,2,5.0,0,2,1.0
UA,11,1.0,2,1,61.0,5.0,1,520.0,1,2.0,3,3.0,0,2,1.0
UA,11,1.0,2,6,61.0,6.0,1,620.0,1,1.0,1,7.0,0,2,1.0
UA,11,5.0,1,1,34.0,5.0,3,520.0,0,3.0,3,5.0,0,2,7.0
UA,11,2.0,1,2,20.0,5.0,1,520.0,0,3.0,2,8.0,0,2,3.0
UA,11,1.0,2,6,39.0,2.0,4,229.0,1,1.0,1,1.0,0,2,1.0
UA,11,3.0,1,2,63.0,5.0,3,520.0,1,2.0,3,8.0,0,1,1.0
UA,11,1.0,2,6,64.0,7.0,1,720.0,0,1.0,3,7.0,0,2,6.0
UA,11,1.0,2,2,56.0,4.0,1,313.0,0,2.0,3,10.0,0,2,5.0
UA,11,2.0,2,1,58.0,5.0,4,423.0,1,2.0,3,8.0,0,2,1.0
UA,11,1.0,1,6,69.0,2.0,4,213.0,0,1.0,1,10.0,0,2,6.0
UA,11,1.0,2,1,30.0,7.0,4,720.0,1,2.0,3,5.0,0,1,1.0
UA,11,1.0,2,1,46.0,4.0,3,313.0,0,3.0,3,5.0,0,2,8.0
UA,11,1.0,2,6,75.0,5.0,3,520.0,0,1.0,4,3.0,0,2,6.0
UA,11,1.0,1,2,32.0,2.0,4,229.0,0,3.0,4,0.0,1,1,8.0
UA,11,1.0,1,6,60.0,5.0,4,520.0,0,1.0,3,7.0,0,2,6.0
UA,11,4.0,1,6,37.0,7.0,1,720.0,1,1.0,3,6.0,0,2,1.0
UA,11,1.0,1,2,63.0,5.0,3,520.0,0,7.0,2,5.0,0,2,5.0
UA,11,2.0,2,6,51.0,7.0,3,720.0,1,1.0,3,7.0,0,2,1.0
UA,11,1.0,2,6,62.0,5.0,1,423.0,0,1.0,4,3.0,0,2,6.0
UA,11,1.0,2,1,68.0,5.0,3,423.0,0,2.0,2,5.0,0,2,6.0
UA,11,1.0,1,2,55.0,4.0,4,313.0,0,3.0,4,2.0,0,2,5.0
UA,11,6.0,1,2,20.0,4.0,4,313.0,0,4.0,2,5.0,0,2,2.0
UA,11,1.0,2,6,65.0,2.0,3,229.0,0,1.0,3,4.0,0,2,6.0
UA,11,10.0,2,1,29.0,7.0,4,720.0,0,2.0,1,10.0,0,2,4.0
UA,11,4.0,1,1,50.0,5.0,4,520.0,0,3.0,4,5.0,0,2,7.0
UA,11,1.0,2,1,54.0,5.0,4,520.0,1,2.0,3,5.0,0,2,1.0
UA,11,1.0,2,6,73.0,4.0,4,313.0,0,1.0,3,3.0,0,2,6.0
UA,11,1.0,2,1,26.0,2.0,4,229.0,0,3.0,3,2.0,0,2,8.0
UA,11,1.0,1,2,63.0,5.0,4,423.0,0,9.0,2,7.0,0,2,6.0
UA,11,2.0,1,6,34.0,4.0,4,313.0,1,1.0,2,5.0,0,2,1.0
UA,11,1.0,2,2,39.0,6.0,3,620.0,1,2.0,2,10.0,0,2,1.0
UA,11,1.0,2,1,65.0,5.0,3,423.0,0,2.0,3,5.0,0,2,6.0
UA,11,1.0,2,2,58.0,5.0,4,520.0,0,2.0,4,3.0,0,2,8.0
UA,11,1.0,2,1,60.0,4.0,4,313.0,0,2.0,3,10.0,0,2,6.0
UA,11,2.0,2,1,34.0,5.0,3,520.0,1,4.0,3,6.0,0,2,1.0
UA,11,2.0,2,1,53.0,5.0,1,520.0,1,2.0,3,7.0,0,2,1.0
UA,11,3.0,1,6,55.0,4.0,4,313.0,1,1.0,2,5.0,0,2,1.0
UA,11,1.0,2,6,64.0,5.0,3,423.0,0,1.0,4,2.0,0,1,6.0
UA,11,1.0,1,6,57.0,4.0,4,313.0,0,1.0,4,6.0,0,2,4.0
UA,11,1.0,1,6,71.0,5.0,1,520.0,0,1.0,3,6.0,0,2,6.0
UA,11,4.0,2,6,27.0,7.0,3,720.0,1,1.0,2,5.0,0,2,1.0
UA,11,2.0,1,1,20.0,2.0,1,213.0,0,3.0,1,10.0,0,2,2.0
UA,11,1.0,2,6,50.0,5.0,4,520.0,0,1.0,3,7.0,0,2,8.0
UA,11,1.0,1,2,69.0,4.0,1,313.0,0,3.0,3,2.0,0,1,6.0
UA,11,2.0,1,1,60.0,5.0,1,423.0,1,3.0,2,6.0,0,2,1.0
UA,11,6.0,2,1,33.0,7.0,1,720.0,0,3.0,2,8.0,0,2,8.0
UA,11,1.0,1,6,42.0,5.0,4,423.0,0,1.0,3,7.0,0,2,3.0
UA,11,1.0,2,6,76.0,4.0,3,313.0,0,1.0,3,7.0,0,2,6.0
UA,11,1.0,2,6,58.0,5.0,4,520.0,0,1.0,4,3.0,0,2,6.0
UA,11,1.0,2,6,19.0,4.0,4,313.0,1,1.0,3,10.0,0,2,2.0
UA,11,1.0,1,6,59.0,4.0,4,313.0,0,1.0,3,0.0,0,2,3.0
UA,11,1.0,2,6,36.0,5.0,3,423.0,1,1.0,1,8.0,0,2,1.0
UA,11,2.0,1,6,39.0,5.0,4,520.0,1,1.0,2,7.0,0,2,1.0
UA,11,1.0,2,6,67.0,6.0,3,620.0,0,1.0,3,5.0,0,2,6.0
UA,11,5.0,2,1,59.0,7.0,4,720.0,1,2.0,3,5.0,0,2,1.0
UA,11,1.0,2,6,62.0,2.0,4,229.0,0,1.0,5,10.0,0,2,8.0
UA,11,2.0,1,2,20.0,4.0,4,313.0,0,3.0,1,10.0,0,2,2.0
UA,11,2.0,1,2,68.0,7.0,1,720.0,0,2.0,2,5.0,0,2,6.0
UA,11,2.0,2,1,32.0,5.0,4,520.0,1,4.0,3,10.0,0,2,1.0
UA,11,1.0,2,2,87.0,7.0,3,720.0,0,2.0,3,8.0,0,2,6.0
UA,11,1.0,1,1,59.0,5.0,1,423.0,0,2.0,4,8.0,0,2,4.0
UA,11,2.0,2,2,72.0,5.0,4,520.0,0,2.0,4,8.0,0,2,6.0
UA,11,2.0,2,2,58.0,4.0,1,323.0,1,5.0,3,5.0,0,2,1.0
UA,11,1.0,2,6,68.0,4.0,1,323.0,0,1.0,3,5.0,0,2,6.0
UA,11,2.0,1,6,44.0,2.0,4,213.0,1,1.0,3,8.0,0,2,1.0
UA,11,1.0,2,2,74.0,5.0,1,520.0,0,2.0,3,5.0,0,2,6.0
UA,11,1.0,2,2,43.0,7.0,3,720.0,1,2.0,3,4.0,0,2,1.0
UA,11,2.0,1,6,41.0,7.0,1,720.0,1,1.0,1,8.0,0,2,1.0
UA,11,5.0,2,1,54.0,4.0,1,313.0,1,3.0,2,7.0,0,2,1.0
UA,11,5.0,2,1,35.0,7.0,1,720.0,1,3.0,1,5.0,0,2,1.0
UA,11,3.0,2,1,57.0,7.0,3,720.0,1,2.0,3,5.0,0,2,1.0
UA,11,1.0,1,2,76.0,5.0,4,520.0,0,2.0,3,8.0,0,2,6.0
UA,11,1.0,2,1,38.0,5.0,4,423.0,0,3.0,3,5.0,0,2,8.0
UA,11,1.0,1,6,43.0,2.0,1,229.0,0,1.0,4,0.0,0,2,5.0
UA,11,4.0,2,1,49.0,5.0,1,520.0,1,2.0,3,8.0,0,2,1.0
UA,11,1.0,2,6,33.0,7.0,4,720.0,1,1.0,3,8.0,0,2,1.0
UA,11,3.0,2,2,25.0,5.0,3,520.0,0,5.0,2,8.0,0,2,8.0
UA,11,2.0,2,6,36.0,4.0,4,313.0,1,1.0,3,4.0,0,2,1.0
UA,11,1.0,2,2,21.0,4.0,4,313.0,0,3.0,1,10.0,0,2,2.0
UA,11,1.0,1,6,87.0,4.0,4,313.0,0,1.0,4,5.0,0,1,6.0
UA,11,2.0,1,1,19.0,4.0,4,313.0,0,4.0,2,7.0,0,2,2.0
UA,11,1.0,2,2,79.0,7.0,1,720.0,0,2.0,3,0.0,0,2,6.0
UA,11,1.0,1,2,56.0,4.0,4,313.0,1,2.0,2,5.0,0,2,1.0
UA,11,4.0,2,1,41.0,7.0,4,720.0,0,5.0,3,10.0,0,2,4.0
UA,11,1.0,1,6,56.0,5.0,1,520.0,0,1.0,3,3.0,0,2,3.0
UA,11,1.0,2,6,65.0,4.0,4,313.0,0,1.0,3,5.0,0,2,6.0
UA,11,1.0,2,2,71.0,4.0,3,323.0,0,3.0,2,3.0,0,2,6.0
UA,11,3.0,2,1,50.0,6.0,1,620.0,1,2.0,2,7.0,0,2,1.0
UA,11,1.0,2,1,69.0,4.0,4,313.0,0,2.0,4,5.0,0,2,6.0
UA,11,1.0,2,1,30.0,4.0,4,313.0,0,3.0,1,9.0,0,2,8.0
UA,11,1.0,2,6,54.0,5.0,4,520.0,1,1.0,4,5.0,0,2,1.0
UA,11,1.0,2,2,70.0,4.0,4,313.0,0,3.0,2,9.0,0,2,6.0
UA,11,6.0,1,6,72.0,4.0,3,323.0,0,1.0,3,4.0,0,2,3.0
UA,11,1.0,2,2,60.0,7.0,3,720.0,0,3.0,3,8.0,0,2,8.0
UA,11,3.0,2,1,32.0,5.0,3,421.0,1,3.0,1,8.0,0,2,1.0
UA,11,5.0,2,1,49.0,7.0,3,720.0,1,3.0,3,6.0,0,2,1.0
UA,11,1.0,1,6,69.0,5.0,3,520.0,0,1.0,3,5.0,0,2,6.0
UA,11,1.0,1,6,81.0,7.0,3,720.0,0,1.0,3,8.0,0,2,6.0
UA,11,1.0,1,6,84.0,4.0,4,313.0,0,1.0,5,5.0,0,2,6.0
UA,11,4.0,2,1,32.0,7.0,1,720.0,0,3.0,3,5.0,0,2,8.0
UA,11,1.0,1,2,72.0,7.0,1,720.0,0,3.0,4,5.0,0,2,6.0
UA,11,1.0,2,1,55.0,2.0,4,213.0,1,2.0,3,5.0,0,2,1.0
UA,11,3.0,1,2,36.0,4.0,4,323.0,1,6.0,3,6.0,0,2,1.0
UA,11,3.0,2,2,75.0,5.0,1,520.0,0,3.0,3,3.0,0,2,6.0
UA,11,1.0,2,1,63.0,4.0,3,313.0,0,2.0,3,7.0,0,2,5.0
UA,11,2.0,1,2,60.0,6.0,1,620.0,0,2.0,2,8.0,0,2,6.0
UA,11,4.0,1,2,62.0,7.0,4,720.0,1,2.0,3,4.0,0,2,1.0
UA,11,1.0,1,2,89.0,1.0,4,113.0,0,2.0,4,5.0,0,2,6.0
UA,11,1.0,2,6,34.0,7.0,4,720.0,0,1.0,2,7.0,0,2,8.0
UA,11,1.0,2,1,46.0,7.0,4,720.0,1,2.0,3,6.0,0,2,1.0
UA,11,5.0,2,1,40.0,7.0,4,720.0,1,7.0,3,9.0,0,2,1.0
UA,11,1.0,1,2,63.0,7.0,1,720.0,0,2.0,2,7.0,0,2,6.0
UA,11,1.0,2,6,75.0,5.0,3,520.0,0,1.0,3,5.0,0,2,6.0
UA,11,1.0,1,2,16.0,2.0,4,213.0,0,2.0,2,8.0,0,2,2.0
UA,11,4.0,2,1,33.0,7.0,1,800.0,1,3.0,3,6.0,0,2,1.0
UA,11,1.0,2,1,80.0,5.0,4,520.0,0,2.0,3,5.0,0,2,6.0
UA,11,2.0,1,1,54.0,4.0,3,323.0,1,3.0,4,2.0,0,2,1.0
UA,11,1.0,1,2,31.0,7.0,4,720.0,1,4.0,3,7.0,0,2,1.0
UA,11,1.0,2,2,40.0,2.0,4,229.0,1,2.0,1,9.0,0,2,1.0
UA,11,1.0,2,2,18.0,4.0,4,313.0,0,2.0,1,9.0,0,2,2.0
UA,11,1.0,2,6,54.0,5.0,3,520.0,1,1.0,3,5.0,0,2,1.0
UA,11,3.0,1,6,54.0,7.0,1,720.0,1,1.0,3,6.0,0,2,1.0
UA,11,2.0,2,2,57.0,4.0,4,313.0,0,3.0,3,,0,2,4.0
UA,11,8.0,2,1,29.0,7.0,1,720.0,0,3.0,1,7.0,0,2,8.0
UA,11,1.0,1,2,57.0,4.0,4,313.0,0,2.0,1,7.0,0,7,8.0
UA,11,1.0,2,2,44.0,1.0,1,113.0,0,3.0,5,4.0,0,1,5.0
UA,11,6.0,2,1,44.0,5.0,4,520.0,1,2.0,2,5.0,0,2,1.0
UA,11,5.0,1,6,39.0,7.0,4,720.0,1,1.0,2,3.0,0,2,1.0
UA,11,2.0,1,2,39.0,7.0,3,720.0,1,3.0,2,10.0,0,2,1.0
UA,11,1.0,2,2,65.0,4.0,4,313.0,0,2.0,4,3.0,0,2,6.0
UA,11,1.0,2,1,34.0,2.0,4,229.0,1,2.0,1,7.0,0,2,1.0
UA,11,1.0,2,6,86.0,4.0,4,313.0,0,1.0,3,5.0,0,2,6.0
UA,11,5.0,2,1,45.0,7.0,1,720.0,0,3.0,2,10.0,0,2,3.0
UA,11,1.0,1,6,24.0,7.0,1,720.0,1,1.0,2,6.0,0,2,1.0
UA,11,4.0,2,2,26.0,7.0,1,720.0,0,2.0,1,6.0,0,2,3.0
UA,11,8.0,2,1,22.0,6.0,1,620.0,0,2.0,5,6.0,0,2,2.0
UA,11,1.0,2,1,24.0,5.0,4,520.0,0,2.0,1,9.0,0,2,2.0
UA,11,2.0,2,6,46.0,7.0,4,720.0,1,1.0,3,5.0,0,2,1.0
UA,11,1.0,1,6,64.0,7.0,3,720.0,1,1.0,3,1.0,0,2,1.0
UA,11,1.0,2,2,,2.0,3,213.0,0,2.0,2,0.0,0,2,6.0
UA,11,2.0,1,6,36.0,5.0,4,520.0,1,1.0,3,5.0,0,2,1.0
UA,11,8.0,2,1,36.0,7.0,1,720.0,1,3.0,2,8.0,0,2,1.0
UA,11,1.0,2,6,65.0,2.0,1,229.0,0,1.0,3,6.0,0,2,6.0
UA,11,8.0,2,2,24.0,7.0,1,720.0,0,2.0,3,7.0,0,2,2.0
UA,11,1.0,2,6,62.0,7.0,4,720.0,0,1.0,3,7.0,0,2,6.0
UA,11,2.0,2,6,60.0,5.0,1,520.0,1,1.0,2,3.0,0,2,1.0
UA,11,1.0,2,6,80.0,2.0,4,229.0,0,1.0,3,6.0,0,2,6.0
UA,11,1.0,2,2,34.0,5.0,4,421.0,1,3.0,2,8.0,0,2,1.0
UA,11,1.0,1,6,54.0,4.0,1,323.0,1,1.0,3,7.0,0,2,1.0
UA,11,1.0,2,1,61.0,5.0,3,520.0,0,4.0,3,5.0,0,2,6.0
UA,11,2.0,2,1,41.0,7.0,3,720.0,1,3.0,2,7.0,0,2,1.0
UA,11,1.0,2,1,67.0,5.0,3,423.0,0,2.0,3,8.0,0,2,6.0
UA,11,1.0,1,2,69.0,4.0,4,323.0,0,2.0,3,10.0,0,2,6.0
